0.866183678,2.055945179
1.71851694,2.062121507
2.570850202,2.068297835
6.406349883,2.096091311
7.258683145,2.102267639
8.111016407,2.108443967
8.96334967,2.114620295
9.815682932,2.120796623
10.66801619,2.126972951
11.52034946,2.133149279
12.37268272,2.139325607
13.22501598,2.145501935
14.07734924,2.151678263
14.92968251,2.157854591
15.78201577,2.164030919
16.63434903,2.170207247
17.48668229,2.176383575
18.33901556,2.182559903
19.19134882,2.188736231
20.04368208,2.194912559
20.89601534,2.201088887
21.7483486,2.207265215
22.60068187,2.213441543
23.45301513,2.219617871
24.30534839,2.225794199
25.15768165,2.231970527
26.01001492,2.238146855
26.86234818,2.244323183
27.71468144,2.250499511
28.5670147,2.256675839
29.41934797,2.262852167
30.27168123,2.562404074
31.12401449,2.861955981
31.97634775,4.335010206
32.82868101,5.221313273
33.68101428,7.281118657
34.32026422,7.579126482
34.95951417,9.930763363
35.8828752,11.30654042
36.66418069,14.05037413
37.30343064,14.64175754
37.94268059,16.70001884
38.79501385,17.5863219
39.64734711,19.35275171
40.49968038,19.35892804
41.35201364,19.36510436
42.2043469,17.02427606
42.63051353,14.97373517
43.26976348,13.51148951
43.69593011,11.16757304
44.33518006,8.238449495
44.12209674,7.063403095
44.76134669,5.307781864
45.40059663,2.965409475
45.82676326,-2.899013949
45.82676326,-4.659267426
46.46601321,-6.414888656
46.89217984,-8.758805128
46.89217984,-11.10580976
46.89217984,-12.86606324
47.53142979,-14.62168447
47.53142979,-16.96868911
47.95759642,-19.31260558
48.59684637,-22.24172912
48.59684637,-24.58873376
49.09404077,-27.5188867
49.66226294,-31.0352761
49.87534626,-33.08736107
50.08842958,-35.13944605
50.72767952,-36.89506728
51.15384615,-39.23898375
51.7930961,-41.58135614
52.43234605,-43.63035295
53.28467931,-43.9175522
54.13701257,-42.73787355
55.06037361,-41.36209649
55.62859578,-39.20655803
56.05476241,-36.85646523
56.69401236,-32.74457487
56.48092904,-35.09312359
57.12017899,-29.80773091
57.61737339,-27.2615397
57.33326231,-31.5664403
58.18559557,-23.93249891
58.6117622,-20.40890379
58.6117622,-22.16915727
59.25101215,-14.53675996
59.25101215,-16.8837646
59.25101215,-18.64401807
59.74820655,-9.839147831
59.67717878,-12.48004274
60.31642872,-6.314523326
60.95567867,2.491376302
60.74259535,-2.790928209
60.74259535,-4.551181686
61.3818453,6.601722578
61.3818453,4.254717943
61.80801193,11.29882001
61.80801193,9.245190957
62.44726188,17.17096385
62.44726188,14.82395921
62.44726188,13.06370574
62.87342851,23.0415636
62.87342851,20.69455896
62.87342851,18.93430549
63.51267846,26.5667028
63.29959514,24.80490524
64.00987286,31.26431493
63.93884509,28.62342002
64.57809504,34.78893943
65.00426167,38.31253455
65.00426167,36.55228107
65.71453938,40.86026984
66.49584488,43.01735239
67.13509482,43.02198464
67.77434477,40.97298783
68.27153917,38.72737791
68.83976135,37.16682571
68.83976135,34.81982107
69.26592798,32.4759046
69.26592798,30.12889997
69.26592798,28.36864649
69.90517792,26.0262741
69.69209461,24.8512277
70.33134456,23.09560647
70.33134456,20.74860183
70.33134456,18.69497278
70.9705945,16.05922481
